0023_20E3	keycap: #
1F469_1F3FC_200D_2764_200D_1F468_1F3FC	couple with heart: woman, man, medium-light skin tone
1F469_1F3FC_200D_2764_200D_1F468_1F3FD	couple with heart: woman, man, medium-light skin tone, medium skin tone
1F469_1F3FC_200D_2764_200D_1F468_1F3FE	couple with heart: woman, man, medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_2764_200D_1F468_1F3FF	couple with heart: woman, man, medium-light skin tone, dark skin tone
1F469_1F3FC_200D_2764_200D_1F469_1F3FB	couple with heart: woman, woman, medium-light skin tone, light skin tone
1F469_1F3FC_200D_2764_200D_1F469_1F3FC	couple with heart: woman, woman, medium-light skin tone
1F469_1F3FC_200D_2764_200D_1F469_1F3FD	couple with heart: woman, woman, medium-light skin tone, medium skin tone
1F469_1F3FC_200D_2764_200D_1F469_1F3FE	couple with heart: woman, woman, medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_2764_200D_1F469_1F3FF	couple with heart: woman, woman, medium-light skin tone, dark skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F468_1F3FB	kiss: woman, man, medium-light skin tone, light skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F468_1F3FC	kiss: woman, man, medium-light skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F468_1F3FD	kiss: woman, man, medium-light skin tone, medium skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F468_1F3FE	kiss: woman, man, medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F468_1F3FF	kiss: woman, man, medium-light skin tone, dark skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F469_1F3FB	kiss: woman, woman, medium-light skin tone, light skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F469_1F3FC	kiss: woman, woman, medium-light skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F469_1F3FD	kiss: woman, woman, medium-light skin tone, medium skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F469_1F3FE	kiss: woman, woman, medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_2764_200D_1F48B_200D_1F469_1F3FF	kiss: woman, woman, medium-light skin tone, dark skin tone
1F469_1F3FC_200D_1F33E	woman farmer: medium-light skin tone
1F469_1F3FC_200D_1F373	woman cook: medium-light skin tone
1F469_1F3FC_200D_1F37C	woman feeding baby: medium-light skin tone
1F469_1F3FC_200D_1F393	woman student: medium-light skin tone
1F469_1F3FC_200D_1F3A4	woman singer: medium-light skin tone
1F469_1F3FC_200D_1F3A8	woman artist: medium-light skin tone
1F469_1F3FC_200D_1F3EB	woman teacher: medium-light skin tone
1F469_1F3FC_200D_1F3ED	woman factory worker: medium-light skin tone
1F469_1F3FC_200D_1F430_200D_1F469_1F3FB	women with bunny ears: medium-light skin tone, light skin tone
1F469_1F3FC_200D_1F430_200D_1F469_1F3FD	women with bunny ears: medium-light skin tone, medium skin tone
1F469_1F3FC_200D_1F430_200D_1F469_1F3FE	women with bunny ears: medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_1F430_200D_1F469_1F3FF	women with bunny ears: medium-light skin tone, dark skin tone
1F469_1F3FC_200D_1F4BB	woman technologist: medium-light skin tone
1F469_1F3FC_200D_1F4BC	woman office worker: medium-light skin tone
1F469_1F3FC_200D_1F527	woman mechanic: medium-light skin tone
1F469_1F3FC_200D_1F52C	woman scientist: medium-light skin tone
1F469_1F3FC_200D_1F680	woman astronaut: medium-light skin tone
1F469_1F3FC_200D_1F692	woman firefighter: medium-light skin tone
1F469_1F3FC_200D_1F91D_200D_1F468_1F3FB	woman and man holding hands: medium-light skin tone, light skin tone
1F469_1F3FC_200D_1F91D_200D_1F468_1F3FD	woman and man holding hands: medium-light skin tone, medium skin tone
1F469_1F3FC_200D_1F91D_200D_1F468_1F3FE	woman and man holding hands: medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_1F91D_200D_1F468_1F3FF	woman and man holding hands: medium-light skin tone, dark skin tone
1F469_1F3FC_200D_1F91D_200D_1F469_1F3FB	women holding hands: medium-light skin tone, light skin tone
1F469_1F3FC_200D_1F91D_200D_1F469_1F3FD	women holding hands: medium-light skin tone, medium skin tone
1F469_1F3FC_200D_1F91D_200D_1F469_1F3FE	women holding hands: medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_1F91D_200D_1F469_1F3FF	women holding hands: medium-light skin tone, dark skin tone
1F469_1F3FC_200D_1F9AF	woman with white cane: medium-light skin tone
1F469_1F3FC_200D_1F9AF_200D_27A1	woman with white cane: medium-light skin tone, facing right
1F469_1F3FC_200D_1F9B0	woman: medium-light skin tone, red hair
1F469_1F3FC_200D_1F9B1	woman: medium-light skin tone, curly hair
1F469_1F3FC_200D_1F9B2	woman: medium-light skin tone, bald
1F469_1F3FC_200D_1F9B3	woman: medium-light skin tone, white hair
1F469_1F3FC_200D_1F9BC	woman in motorized wheelchair: medium-light skin tone
1F469_1F3FC_200D_1F9BC_200D_27A1	woman in motorized wheelchair: medium-light skin tone, facing right
1F469_1F3FC_200D_1F9BD	woman in manual wheelchair: medium-light skin tone
1F469_1F3FC_200D_1F9BD_200D_27A1	woman in manual wheelchair: medium-light skin tone, facing right
1F469_1F3FC_200D_1FAEF_200D_1F469_1F3FB	women wrestling: medium-light skin tone, light skin tone
1F469_1F3FC_200D_1FAEF_200D_1F469_1F3FD	women wrestling: medium-light skin tone, medium skin tone
1F469_1F3FC_200D_1FAEF_200D_1F469_1F3FE	women wrestling: medium-light skin tone, medium-dark skin tone
1F469_1F3FC_200D_1FAEF_200D_1F469_1F3FF	women wrestling: medium-light skin tone, dark skin tone
1F469_1F3FD	woman: medium skin tone
1F469_1F3FD_200D_2695	woman health worker: medium skin tone
1F469_1F3FD_200D_2696	woman judge: medium skin tone
1F469_1F3FD_200D_2708	woman pilot: medium skin tone
1F469_1F3FD_200D_2764_200D_1F468_1F3FB	couple with heart: woman, man, medium skin tone, light skin tone
1F469_1F3FD_200D_2764_200D_1F468_1F3FC	couple with heart: woman, man, medium skin tone, medium-light skin tone
1F469_1F3FD_200D_2764_200D_1F468_1F3FD	couple with heart: woman, man, medium skin tone
1F469_1F3FD_200D_2764_200D_1F468_1F3FE	couple with heart: woman, man, medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_2764_200D_1F468_1F3FF	couple with heart: woman, man, medium skin tone, dark skin tone
1F469_1F3FD_200D_2764_200D_1F469_1F3FB	couple with heart: woman, woman, medium skin tone, light skin tone
1F469_1F3FD_200D_2764_200D_1F469_1F3FC	couple with heart: woman, woman, medium skin tone, medium-light skin tone
1F469_1F3FD_200D_2764_200D_1F469_1F3FD	couple with heart: woman, woman, medium skin tone
1F469_1F3FD_200D_2764_200D_1F469_1F3FE	couple with heart: woman, woman, medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_2764_200D_1F469_1F3FF	couple with heart: woman, woman, medium skin tone, dark skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F468_1F3FB	kiss: woman, man, medium skin tone, light skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F468_1F3FC	kiss: woman, man, medium skin tone, medium-light skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F468_1F3FD	kiss: woman, man, medium skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F468_1F3FE	kiss: woman, man, medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F468_1F3FF	kiss: woman, man, medium skin tone, dark skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F469_1F3FB	kiss: woman, woman, medium skin tone, light skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F469_1F3FC	kiss: woman, woman, medium skin tone, medium-light skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F469_1F3FD	kiss: woman, woman, medium skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F469_1F3FE	kiss: woman, woman, medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_2764_200D_1F48B_200D_1F469_1F3FF	kiss: woman, woman, medium skin tone, dark skin tone
1F469_1F3FD_200D_1F33E	woman farmer: medium skin tone
1F469_1F3FD_200D_1F373	woman cook: medium skin tone
1F469_1F3FD_200D_1F37C	woman feeding baby: medium skin tone
1F469_1F3FD_200D_1F393	woman student: medium skin tone
1F469_1F3FD_200D_1F3A4	woman singer: medium skin tone
1F469_1F3FD_200D_1F3A8	woman artist: medium skin tone
1F469_1F3FD_200D_1F3EB	woman teacher: medium skin tone
1F469_1F3FD_200D_1F3ED	woman factory worker: medium skin tone
1F469_1F3FD_200D_1F430_200D_1F469_1F3FB	women with bunny ears: medium skin tone, light skin tone
1F469_1F3FD_200D_1F430_200D_1F469_1F3FC	women with bunny ears: medium skin tone, medium-light skin tone
1F469_1F3FD_200D_1F430_200D_1F469_1F3FE	women with bunny ears: medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_1F430_200D_1F469_1F3FF	women with bunny ears: medium skin tone, dark skin tone
1F469_1F3FD_200D_1F4BB	woman technologist: medium skin tone
1F469_1F3FD_200D_1F4BC	woman office worker: medium skin tone
1F469_1F3FD_200D_1F527	woman mechanic: medium skin tone
1F469_1F3FD_200D_1F52C	woman scientist: medium skin tone
1F469_1F3FD_200D_1F680	woman astronaut: medium skin tone
1F469_1F3FD_200D_1F692	woman firefighter: medium skin tone
1F469_1F3FD_200D_1F91D_200D_1F468_1F3FB	woman and man holding hands: medium skin tone, light skin tone
1F469_1F3FD_200D_1F91D_200D_1F468_1F3FC	woman and man holding hands: medium skin tone, medium-light skin tone
1F469_1F3FD_200D_1F91D_200D_1F468_1F3FE	woman and man holding hands: medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_1F91D_200D_1F468_1F3FF	woman and man holding hands: medium skin tone, dark skin tone
1F469_1F3FD_200D_1F91D_200D_1F469_1F3FB	women holding hands: medium skin tone, light skin tone
1F469_1F3FD_200D_1F91D_200D_1F469_1F3FC	women holding hands: medium skin tone, medium-light skin tone
1F469_1F3FD_200D_1F91D_200D_1F469_1F3FE	women holding hands: medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_1F91D_200D_1F469_1F3FF	women holding hands: medium skin tone, dark skin tone
1F469_1F3FD_200D_1F9AF	woman with white cane: medium skin tone
1F469_1F3FD_200D_1F9AF_200D_27A1	woman with white cane: medium skin tone, facing right
1F469_1F3FD_200D_1F9B0	woman: medium skin tone, red hair
1F469_1F3FD_200D_1F9B1	woman: medium skin tone, curly hair
1F469_1F3FD_200D_1F9B2	woman: medium skin tone, bald
1F469_1F3FD_200D_1F9B3	woman: medium skin tone, white hair
1F469_1F3FD_200D_1F9BC	woman in motorized wheelchair: medium skin tone
1F469_1F3FD_200D_1F9BC_200D_27A1	woman in motorized wheelchair: medium skin tone, facing right
1F469_1F3FD_200D_1F9BD	woman in manual wheelchair: medium skin tone
1F469_1F3FD_200D_1F9BD_200D_27A1	woman in manual wheelchair: medium skin tone, facing right
1F469_1F3FD_200D_1FAEF_200D_1F469_1F3FB	women wrestling: medium skin tone, light skin tone
1F469_1F3FD_200D_1FAEF_200D_1F469_1F3FC	women wrestling: medium skin tone, medium-light skin tone
1F469_1F3FD_200D_1FAEF_200D_1F469_1F3FE	women wrestling: medium skin tone, medium-dark skin tone
1F469_1F3FD_200D_1FAEF_200D_1F469_1F3FF	women wrestling: medium skin tone, dark skin tone
1F469_1F3FE	woman: medium-dark skin tone
1F469_1F3FE_200D_2695	woman health worker: medium-dark skin tone
1F469_1F3FE_200D_2696	woman judge: medium-dark skin tone
1F469_1F3FE_200D_2708	woman pilot: medium-dark skin tone
1F469_1F3FE_200D_2764_200D_1F468_1F3FB	couple with heart: woman, man, medium-dark skin tone, light skin tone
1F469_1F3FE_200D_2764_200D_1F468_1F3FC	couple with heart: woman, man, medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_2764_200D_1F468_1F3FD	couple with heart: woman, man, medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_2764_200D_1F468_1F3FE	couple with heart: woman, man, medium-dark skin tone
1F469_1F3FE_200D_2764_200D_1F468_1F3FF	couple with heart: woman, man, medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_2764_200D_1F469_1F3FB	couple with heart: woman, woman, medium-dark skin tone, light skin tone
1F469_1F3FE_200D_2764_200D_1F469_1F3FC	couple with heart: woman, woman, medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_2764_200D_1F469_1F3FD	couple with heart: woman, woman, medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_2764_200D_1F469_1F3FE	couple with heart: woman, woman, medium-dark skin tone
1F469_1F3FE_200D_2764_200D_1F469_1F3FF	couple with heart: woman, woman, medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F468_1F3FB	kiss: woman, man, medium-dark skin tone, light skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F468_1F3FC	kiss: woman, man, medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F468_1F3FD	kiss: woman, man, medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F468_1F3FE	kiss: woman, man, medium-dark skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F468_1F3FF	kiss: woman, man, medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F469_1F3FB	kiss: woman, woman, medium-dark skin tone, light skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F469_1F3FC	kiss: woman, woman, medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F469_1F3FD	kiss: woman, woman, medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F469_1F3FE	kiss: woman, woman, medium-dark skin tone
1F469_1F3FE_200D_2764_200D_1F48B_200D_1F469_1F3FF	kiss: woman, woman, medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_1F33E	woman farmer: medium-dark skin tone
1F469_1F3FE_200D_1F373	woman cook: medium-dark skin tone
1F469_1F3FE_200D_1F37C	woman feeding baby: medium-dark skin tone
1F469_1F3FE_200D_1F393	woman student: medium-dark skin tone
1F469_1F3FE_200D_1F3A4	woman singer: medium-dark skin tone
1F469_1F3FE_200D_1F3A8	woman artist: medium-dark skin tone
1F469_1F3FE_200D_1F3EB	woman teacher: medium-dark skin tone
1F469_1F3FE_200D_1F3ED	woman factory worker: medium-dark skin tone
1F469_1F3FE_200D_1F430_200D_1F469_1F3FB	women with bunny ears: medium-dark skin tone, light skin tone
1F469_1F3FE_200D_1F430_200D_1F469_1F3FC	women with bunny ears: medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_1F430_200D_1F469_1F3FD	women with bunny ears: medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_1F430_200D_1F469_1F3FF	women with bunny ears: medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_1F4BB	woman technologist: medium-dark skin tone
1F469_1F3FE_200D_1F4BC	woman office worker: medium-dark skin tone
1F469_1F3FE_200D_1F527	woman mechanic: medium-dark skin tone
1F469_1F3FE_200D_1F52C	woman scientist: medium-dark skin tone
1F469_1F3FE_200D_1F680	woman astronaut: medium-dark skin tone
1F469_1F3FE_200D_1F692	woman firefighter: medium-dark skin tone
1F469_1F3FE_200D_1F91D_200D_1F468_1F3FB	woman and man holding hands: medium-dark skin tone, light skin tone
1F469_1F3FE_200D_1F91D_200D_1F468_1F3FC	woman and man holding hands: medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_1F91D_200D_1F468_1F3FD	woman and man holding hands: medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_1F91D_200D_1F468_1F3FF	woman and man holding hands: medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_1F91D_200D_1F469_1F3FB	women holding hands: medium-dark skin tone, light skin tone
1F469_1F3FE_200D_1F91D_200D_1F469_1F3FC	women holding hands: medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_1F91D_200D_1F469_1F3FD	women holding hands: medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_1F91D_200D_1F469_1F3FF	women holding hands: medium-dark skin tone, dark skin tone
1F469_1F3FE_200D_1F9AF	woman with white cane: medium-dark skin tone
1F469_1F3FE_200D_1F9AF_200D_27A1	woman with white cane: medium-dark skin tone, facing right
1F469_1F3FE_200D_1F9B0	woman: medium-dark skin tone, red hair
1F469_1F3FE_200D_1F9B1	woman: medium-dark skin tone, curly hair
1F469_1F3FE_200D_1F9B2	woman: medium-dark skin tone, bald
1F469_1F3FE_200D_1F9B3	woman: medium-dark skin tone, white hair
1F469_1F3FE_200D_1F9BC	woman in motorized wheelchair: medium-dark skin tone
1F469_1F3FE_200D_1F9BC_200D_27A1	woman in motorized wheelchair: medium-dark skin tone, facing right
1F469_1F3FE_200D_1F9BD	woman in manual wheelchair: medium-dark skin tone
1F469_1F3FE_200D_1F9BD_200D_27A1	woman in manual wheelchair: medium-dark skin tone, facing right
1F469_1F3FE_200D_1FAEF_200D_1F469_1F3FB	women wrestling: medium-dark skin tone, light skin tone
1F469_1F3FE_200D_1FAEF_200D_1F469_1F3FC	women wrestling: medium-dark skin tone, medium-light skin tone
1F469_1F3FE_200D_1FAEF_200D_1F469_1F3FD	women wrestling: medium-dark skin tone, medium skin tone
1F469_1F3FE_200D_1FAEF_200D_1F469_1F3FF	women wrestling: medium-dark skin tone, dark skin tone
1F469_1F3FF	woman: dark skin tone
1F469_1F3FF_200D_2695	woman health worker: dark skin tone
1F469_1F3FF_200D_2696	woman judge: dark skin tone
1F469_1F3FF_200D_2708	woman pilot: dark skin tone
1F469_1F3FF_200D_2764_200D_1F468_1F3FB	couple with heart: woman, man, dark skin tone, light skin tone
1F469_1F3FF_200D_2764_200D_1F468_1F3FC	couple with heart: woman, man, dark skin tone, medium-light skin tone
1F469_1F3FF_200D_2764_200D_1F468_1F3FD	couple with heart: woman, man, dark skin tone, medium skin tone
1F469_1F3FF_200D_2764_200D_1F468_1F3FE	couple with heart: woman, man, dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_2764_200D_1F468_1F3FF	couple with heart: woman, man, dark skin tone
1F469_1F3FF_200D_2764_200D_1F469_1F3FB	couple with heart: woman, woman, dark skin tone, light skin tone
1F469_1F3FF_200D_2764_200D_1F469_1F3FC	couple with heart: woman, woman, dark skin tone, medium-light skin tone
1F469_1F3FF_200D_2764_200D_1F469_1F3FD	couple with heart: woman, woman, dark skin tone, medium skin tone
1F469_1F3FF_200D_2764_200D_1F469_1F3FE	couple with heart: woman, woman, dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_2764_200D_1F469_1F3FF	couple with heart: woman, woman, dark skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F468_1F3FB	kiss: woman, man, dark skin tone, light skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F468_1F3FC	kiss: woman, man, dark skin tone, medium-light skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F468_1F3FD	kiss: woman, man, dark skin tone, medium skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F468_1F3FE	kiss: woman, man, dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F468_1F3FF	kiss: woman, man, dark skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F469_1F3FB	kiss: woman, woman, dark skin tone, light skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F469_1F3FC	kiss: woman, woman, dark skin tone, medium-light skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F469_1F3FD	kiss: woman, woman, dark skin tone, medium skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F469_1F3FE	kiss: woman, woman, dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_2764_200D_1F48B_200D_1F469_1F3FF	kiss: woman, woman, dark skin tone
1F469_1F3FF_200D_1F33E	woman farmer: dark skin tone
1F469_1F3FF_200D_1F373	woman cook: dark skin tone
1F469_1F3FF_200D_1F37C	woman feeding baby: dark skin tone
1F469_1F3FF_200D_1F393	woman student: dark skin tone
1F469_1F3FF_200D_1F3A4	woman singer: dark skin tone
1F469_1F3FF_200D_1F3A8	woman artist: dark skin tone
1F469_1F3FF_200D_1F3EB	woman teacher: dark skin tone
1F469_1F3FF_200D_1F3ED	woman factory worker: dark skin tone
1F469_1F3FF_200D_1F430_200D_1F469_1F3FB	women with bunny ears: dark skin tone, light skin tone
1F469_1F3FF_200D_1F430_200D_1F469_1F3FC	women with bunny ears: dark skin tone, medium-light skin tone
1F469_1F3FF_200D_1F430_200D_1F469_1F3FD	women with bunny ears: dark skin tone, medium skin tone
1F469_1F3FF_200D_1F430_200D_1F469_1F3FE	women with bunny ears: dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_1F4BB	woman technologist: dark skin tone
1F469_1F3FF_200D_1F4BC	woman office worker: dark skin tone
1F469_1F3FF_200D_1F527	woman mechanic: dark skin tone
1F469_1F3FF_200D_1F52C	woman scientist: dark skin tone
1F469_1F3FF_200D_1F680	woman astronaut: dark skin tone
1F469_1F3FF_200D_1F692	woman firefighter: dark skin tone
1F469_1F3FF_200D_1F91D_200D_1F468_1F3FB	woman and man holding hands: dark skin tone, light skin tone
1F469_1F3FF_200D_1F91D_200D_1F468_1F3FC	woman and man holding hands: dark skin tone, medium-light skin tone
1F469_1F3FF_200D_1F91D_200D_1F468_1F3FD	woman and man holding hands: dark skin tone, medium skin tone
1F469_1F3FF_200D_1F91D_200D_1F468_1F3FE	woman and man holding hands: dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_1F91D_200D_1F469_1F3FB	women holding hands: dark skin tone, light skin tone
1F469_1F3FF_200D_1F91D_200D_1F469_1F3FC	women holding hands: dark skin tone, medium-light skin tone
1F469_1F3FF_200D_1F91D_200D_1F469_1F3FD	women holding hands: dark skin tone, medium skin tone
1F469_1F3FF_200D_1F91D_200D_1F469_1F3FE	women holding hands: dark skin tone, medium-dark skin tone
1F469_1F3FF_200D_1F9AF	woman with white cane: dark skin tone
1F469_1F3FF_200D_1F9AF_200D_27A1	woman with white cane: dark skin tone, facing right
1F469_1F3FF_200D_1F9B0	woman: dark skin tone, red hair
1F469_1F3FF_200D_1F9B1	woman: dark skin tone, curly hair
1F469_1F3FF_200D_1F9B2	woman: dark skin tone, bald
1F469_1F3FF_200D_1F9B3	woman: dark skin tone, white hair
1F469_1F3FF_200D_1F9BC	woman in motorized wheelchair: dark skin tone
1F469_1F3FF_200D_1F9BC_200D_27A1	woman in motorized wheelchair: dark skin tone, facing right
1F469_1F3FF_200D_1F9BD	woman in manual wheelchair: dark skin tone
1F469_1F3FF_200D_1F9BD_200D_27A1	woman in manual wheelchair: dark skin tone, facing right
1F469_1F3FF_200D_1FAEF_200D_1F469_1F3FB	women wrestling: dark skin tone, light skin tone
1F469_1F3FF_200D_1FAEF_200D_1F469_1F3FC	women wrestling: dark skin tone, medium-light skin tone
1F469_1F3FF_200D_1FAEF_200D_1F469_1F3FD	women wrestling: dark skin tone, medium skin tone
1F469_1F3FF_200D_1FAEF_200D_1F469_1F3FE	women wrestling: dark skin tone, medium-dark skin tone
1F46B_1F3FB	woman and man holding hands: light skin tone
1F46B_1F3FC	woman and man holding hands: medium-light skin tone
1F46B_1F3FD	woman and man holding hands: medium skin tone
1F46B_1F3FE	woman and man holding hands: medium-dark skin tone
1F46B_1F3FF	woman and man holding hands: dark skin tone
1F46C_1F3FB	men holding hands: light skin tone
1F46C_1F3FC	men holding hands: medium-light skin tone
1F46C_1F3FD	men holding hands: medium skin tone
1F46C_1F3FE	men holding hands: medium-dark skin tone
1F46C_1F3FF	men holding hands: dark skin tone
1F46D_1F3FB	women holding hands: light skin tone
1F46D_1F3FC	women holding hands: medium-light skin tone
1F46D_1F3FD	women holding hands: medium skin tone
1F46D_1F3FE	women holding hands: medium-dark skin tone
1F46D_1F3FF	women holding hands: dark skin tone
1F46E_200D_2640	woman police officer
1F46E_200D_2642	man police officer
1F46E_1F3FB	police officer: light skin tone
1F46E_1F3FB_200D_2640	woman police officer: light skin tone
1F46E_1F3FB_200D_2642	man police officer: light skin tone
1F46E_1F3FC	police officer: medium-light skin tone
1F46E_1F3FC_200D_2640	woman police officer: medium-light skin tone
1F46E_1F3FC_200D_2642	man police officer: medium-light skin tone
1F46E_1F3FD	police officer: medium skin tone
1F46E_1F3FD_200D_2640	woman police officer: medium skin tone
1F46E_1F3FD_200D_2642	man police officer: medium skin tone
1F46E_1F3FE	police officer: medium-dark skin tone
1F46E_1F3FE_200D_2640	woman police officer: medium-dark skin tone
1F46E_1F3FE_200D_2642	man police officer: medium-dark skin tone
1F46E_1F3FF	police officer: dark skin tone
1F46E_1F3FF_200D_2640	woman police officer: dark skin tone
1F46E_1F3FF_200D_2642	man police officer: dark skin tone
1F46F_200D_2640	women with bunny ears
1F46F_200D_2642	men with bunny ears
1F46F_1F3FB	people with bunny ears: light skin tone
1F46F_1F3FB_200D_2640	women with bunny ears: light skin tone
1F46F_1F3FB_200D_2642	men with bunny ears: light skin tone
1F46F_1F3FC	people with bunny ears: medium-light skin tone
1F46F_1F3FC_200D_2640	women with bunny ears: medium-light skin tone
1F46F_1F3FC_200D_2642	men with bunny ears: medium-light skin tone
1F46F_1F3FD	people with bunny ears: medium skin tone
1F46F_1F3FD_200D_2640	women with bunny ears: medium skin tone
1F46F_1F3FD_200D_2642	men with bunny ears: medium skin tone
1F46F_1F3FE	people with bunny ears: medium-dark skin tone
1F46F_1F3FE_200D_2640	women with bunny ears: medium-dark skin tone
1F46F_1F3FE_200D_2642	men with bunny ears: medium-dark skin tone
1F46F_1F3FF	people with bunny ears: dark skin tone
1F46F_1F3FF_200D_2640	women with bunny ears: dark skin tone
1F46F_1F3FF_200D_2642	men with bunny ears: dark skin tone
1F470_200D_2640	woman with veil
1F470_200D_2642	man with veil
1F470_1F3FB	person with veil: light skin tone
1F470_1F3FB_200D_2640	woman with veil: light skin tone
1F470_1F3FB_200D_2642	man with veil: light skin tone
1F470_1F3FC	person with veil: medium-light skin tone
1F470_1F3FC_200D_2640	woman with veil: medium-light skin tone
1F470_1F3FC_200D_2642	man with veil: medium-light skin tone
1F470_1F3FD	person with veil: medium skin tone
1F470_1F3FD_200D_2640	woman with veil: medium skin tone
1F470_1F3FD_200D_2642	man with veil: medium skin tone
1F470_1F3FE	person with veil: medium-dark skin tone
1F470_1F3FE_200D_2640	woman with veil: medium-dark skin tone
1F470_1F3FE_200D_2642	man with veil: medium-dark skin tone
1F470_1F3FF	person with veil: dark skin tone
1F470_1F3FF_200D_2640	woman with veil: dark skin tone
1F470_1F3FF_200D_2642	man with veil: dark skin tone
1F471_200D_2640	woman: blond hair
1F471_200D_2642	man: blond hair
1F471_1F3FB	person: light skin tone, blond hair
1F471_1F3FB_200D_2640	woman: light skin tone, blond hair
1F471_1F3FB_200D_2642	man: light skin tone, blond hair
1F471_1F3FC	person: medium-light skin tone, blond hair
1F471_1F3FC_200D_2640	woman: medium-light skin tone, blond hair
1F471_1F3FC_200D_2642	man: medium-light skin tone, blond hair
1F471_1F3FD	person: medium skin tone, blond hair
1F471_1F3FD_200D_2640	woman: medium skin tone, blond hair
1F471_1F3FD_200D_2642	man: medium skin tone, blond hair
1F471_1F3FE	person: medium-dark skin tone, blond hair
1F471_1F3FE_200D_2640	woman: medium-dark skin tone, blond hair
1F471_1F3FE_200D_2642	man: medium-dark skin tone, blond hair
1F471_1F3FF	person: dark skin tone, blond hair
1F471_1F3FF_200D_2640	woman: dark skin tone, blond hair
